query_id,beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address
7775,Agrupamento de Escolas Nº 2 de Évora,PT,Portugal,project,,,,,,
7776,"Centro Hospitalar do Baixo Vouga, E.P.E. (CHBV, E.P.E.)",PT,Portugal,project,,,,,,
7777,APPDA-COIMBRA-ASSOCIAÇÃO PORTUGUESA PARA AS PERTURBAÇÕES DO DESENVOLVIMENTO E AUTISMO,PT,Portugal,project,,,,,,
7778,"Escola Secundária Poeta Joaquim Serra, Montijo",PT,Portugal,project,,,,,,
7779,AGITO - FORMAÇÃO E SERVIÇOS LDA,PT,Portugal,project,,,,,,
7780,Escola Secundária de Camarate,PT,Portugal,project,,,,,,
7781,"APIEF - Centro de Formaçao Profissional para a Industria, Termica, Energia e Ambiente",PT,Portugal,project,,,,,,
7782,"soares & bento, lda",PT,Portugal,project,,,,,,
7783,ACEB - ASSOCIAÇÃO P/ COOPERAÇÃO ENTRE BALDIOS,PT,Portugal,project,,,,,,
7784,ITAU-INSTITUTO TÉCNICO DE ALIMENTAÇÃO HUMANA S.A.,PT,Portugal,project,,,,,,
7785,DIRECÇÃO REGIONAL DA ECONOMIA DO ALGARVE,PT,Portugal,project,,,,,,
7786,"Silgueirense Construções, L.da",PT,Portugal,project,,,,,,
7787,CASA DA CRIANÇA MIRANDESA,PT,Portugal,project,,,,,,
7788,ASSOCIAÇÃO C.A.O.S - JUVENIL (CORAGEM ACIMA DE OUTRAS SITUAÇÕES),PT,Portugal,project,,,,,,
7789,Fundação Escola Profissional de Leiria,PT,Portugal,project,,,,,,
7790,ASSOCIAÇÃO DE DEFESA DE AGRICULTORES DE MONÇÃO,PT,Portugal,project,,,,,,
7791,"Carvoeiro Golf, SA",PT,Portugal,project,,,,,,
7792,SONAZ-COMERCIO E INDUSTRIA DE AZEITES LDA,PT,Portugal,project,,,,,,
7793,"Rocim - Agroindústria, Lda",PT,Portugal,project,,,,,,
7794,"Metalusa, S.A.",PT,Portugal,project,,,,,,
7795,"MÁRIO VIDAL & FILHOS, LDA",PT,Portugal,project,,,,,,
12819,"CONFEITARIA MARICEDO, L.DA",PT,Portugal,project,,,,,,
7796,"INSTITUTO PORTUGUÊS DO SANGUE E DA TRANSPLANTAÇÃO, IP",PT,Portugal,project,,,,,,
7797,Sindicato Independente dos Agentes da Polícia,PT,Portugal,project,,,,,,
7798,"ALQUIMIA DA COR - PRODUÇÕES DIGITAIS, LDA",PT,Portugal,project,,,,,,
7799,"A CIMENTEIRA DO LOURO, S.A.",PT,Portugal,project,,,,,,
7800,Agrupamento de Escolas de Vila Nova de Poiares,PT,Portugal,project,,,,,,
7801,GOLDENTEX LDA,PT,Portugal,project,,,,,,
7802,GRANDE PORTO - INDÚSTRIA E COMÉRCIO ALIMENTAR LDA,PT,Portugal,project,,,,,,
7803,"Esmeraldo F. de Almeida, Lda",PT,Portugal,project,,,,,,
7804,CENFIM Centro de Formação Profissional da Indústria Metalúrgica e Metalomecânica,PT,Portugal,project,,,,,,
7805,"ITA - Instituto de Tecnologias Avançadas para a Formação, Lda",PT,Portugal,project,,,,,,
7806,Município da Marinha Grande,PT,Portugal,project,,,,,,
